0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23
202.53591, 202.43762, 202.42734, 202.46301, 202.47959, 202.40090, 202.49701, 202.47772, 202.46280, 202.46066, 202.48011, 202.46160, 202.41956, 202.45198, 202.49696, 202.42743, 202.49985, 202.42698, 202.48686, 202.43360, 202.47957, 202.34745, 202.42458
202.51092, 202.47109, 202.45801, 202.44763, 202.54091, 202.42469, 202.48875, 202.48549, 202.45867, 202.47876, 202.48968, 202.49156, 202.41781, 202.48396, 202.47656, 202.43417, 202.48150, 202.50783, 202.42205, 202.52210, 202.46477, 202.44297, 202.37289
202.48140, 202.48666, 202.46065, 202.50033, 202.50423, 202.50022, 202.46254, 202.50720, 202.48157, 202.48602, 202.51648, 202.46658, 202.43865, 202.49139, 202.49794, 202.47731, 202.46212, 202.49494, 202.45334, 202.48857, 202.52061, 202.44398, 202.42334
202.50467, 202.54109, 202.48589, 202.49854, 202.49190, 202.49001, 202.50316, 202.48849, 202.51538, 202.47904, 202.56095, 202.49891, 202.45839, 202.47243, 202.48726, 202.52378, 202.46446, 202.49445, 202.49380, 202.46937, 202.48974, 202.48153, 202.45693
202.55734, 202.55231, 202.51138, 202.48400, 202.51655, 202.46754, 202.53424, 202.50664, 202.53877, 202.52164, 202.52851, 202.53120, 202.47480, 202.51086, 202.47490, 202.53544, 202.50704, 202.44416, 202.49576, 202.50047, 202.51299, 202.45736, 202.50596
202.57641, 202.54206, 202.54712, 202.47918, 202.53985, 202.51692, 202.52040, 202.54641, 202.52151, 202.52720, 202.56194, 202.50190, 202.50617, 202.50558, 202.54593, 202.50682, 202.53197, 202.48141, 202.44304, 202.55089, 202.48508, 202.52657, 202.51787
202.58217, 202.55448, 202.52979, 202.53511, 202.53922, 202.51068, 202.54323, 202.55663, 202.56224, 202.54014, 202.52391, 202.53344, 202.49946, 202.56297, 202.49675, 202.54146, 202.51805, 202.57898, 202.43101, 202.52076, 202.49162, 202.56876, 202.47324
202.58079, 202.58876, 202.51419, 202.57281, 202.54550, 202.53140, 202.54451, 202.56742, 202.58393, 202.54711, 202.58108, 202.51438, 202.51779, 202.59200, 202.52928, 202.51106, 202.50832, 202.58295, 202.45744, 202.57689, 202.51596, 202.48800, 202.50458
202.60460, 202.59144, 202.52799, 202.59503, 202.54150, 202.55606, 202.57077, 202.59122, 202.55696, 202.57358, 202.57537, 202.56562, 202.54351, 202.57834, 202.53971, 202.50550, 202.50897, 202.58488, 202.50539, 202.49993, 202.55162, 202.50396, 202.55666
202.59431, 202.60212, 202.54527, 202.59784, 202.56019, 202.57227, 202.58351, 202.60095, 202.57190, 202.59565, 202.59604, 202.57710, 202.55952, 202.57321, 202.56896, 202.51650, 202.53901, 202.55373, 202.58399, 202.45654, 202.59393, 202.47085, 202.54747
202.45566, 202.66964, 202.54702, 202.61229, 202.56946, 202.59700, 202.58965, 202.60176, 202.61661, 202.59131, 202.63395, 202.59694, 202.57849, 202.56204, 202.56004, 202.53856, 202.56544, 202.54768, 202.58017, 202.50235, 202.57930, 202.48053, 202.56332
202.65000, 202.63099, 202.58307, 202.61056, 202.57725, 202.61784, 202.61747, 202.62246, 202.59044, 202.62315, 202.64360, 202.59906, 202.58897, 202.61008, 202.56756, 202.53462, 202.58675, 202.55190, 202.54299, 202.51937, 202.61990, 202.50542, 202.52293
202.62378, 202.65686, 202.58460, 202.63171, 202.56749, 202.64135, 202.63052, 202.65639, 202.61297, 202.62020, 202.61292, 202.64831, 202.58970, 202.61697, 202.59764, 202.52196, 202.58390, 202.55989, 202.62647, 202.51337, 202.59496, 202.50773, 202.59425
202.64467, 202.65817, 202.58518, 202.63506, 202.59736, 202.62934, 202.66932, 202.64765, 202.62927, 202.63764, 202.65259, 202.61697, 202.61206, 202.60494, 202.60296, 202.55825, 202.61161, 202.58113, 202.58718, 202.54357, 202.56774, 202.53327, 202.60241
202.65395, 202.67862, 202.59915, 202.65271, 202.62232, 202.64091, 202.64799, 202.66888, 202.62322, 202.65060, 202.68476, 202.62981, 202.63229, 202.59681, 202.63753, 202.55069, 202.59695, 202.63572, 202.57318, 202.50157, 202.65655, 202.58290, 202.56633
202.67889, 202.67473, 202.58414, 202.67849, 202.63015, 202.65777, 202.66587, 202.66516, 202.65668, 202.65577, 202.64652, 202.65443, 202.61226, 202.64445, 202.61738, 202.59987, 202.61576, 202.62909, 202.55832, 202.58666, 202.65794, 202.56045, 202.59519
202.71332, 202.61121, 202.65363, 202.63898, 202.69415, 202.62809, 202.69054, 202.68068, 202.66374, 202.63872, 202.67379, 202.65394, 202.63461, 202.65702, 202.62458, 202.61582, 202.61059, 202.64481, 202.58966, 202.63925, 202.56894, 202.61195, 202.63492
202.71343, 202.65791, 202.69009, 202.64718, 202.69748, 202.64148, 202.65279, 202.72222, 202.67704, 202.63952, 202.69413, 202.66609, 202.63461, 202.64777, 202.65769, 202.63796, 202.65371, 202.62237, 202.59356, 202.61796, 202.59959, 202.65939, 202.61762
202.68561, 202.71390, 202.67759, 202.66444, 202.71143, 202.67365, 202.68817, 202.66027, 202.70618, 202.67248, 202.66483, 202.68518, 202.66652, 202.65554, 202.66638, 202.62868, 202.69470, 202.61847, 202.55718, 202.68152, 202.62293, 202.61758, 202.67228
202.69951, 202.74348, 202.66149, 202.73107, 202.65474, 202.71493, 202.69595, 202.66865, 202.70567, 202.70023, 202.69973, 202.69406, 202.63598, 202.65978, 202.66212, 202.69253, 202.64507, 202.65372, 202.64709, 202.61203, 202.66676, 202.60178, 202.68765
202.73395, 202.71610, 202.65296, 202.72370, 202.69403, 202.73728, 202.68872, 202.70307, 202.71382, 202.67348, 202.74048, 202.69315, 202.64059, 202.67502, 202.65386, 202.67496, 202.68745, 202.65150, 202.64251, 202.64903, 202.72738, 202.64018, 202.62694
202.69247, 202.70479, 202.72923, 202.69444, 202.73728, 202.70084, 202.72564, 202.71905, 202.69362, 202.71330, 202.70972, 202.72983, 202.65975, 202.67359, 202.68377, 202.66872, 202.67052, 202.70388, 202.63324, 202.66162, 202.67049, 202.74321, 202.61538
202.69245, 202.70669, 202.71124, 202.68824, 202.74584, 202.74263, 202.72791, 202.71426, 202.71263, 202.71369, 202.74234, 202.72166, 202.66498, 202.68469, 202.72107, 202.66316, 202.67558, 202.69386, 202.65323, 202.73828, 202.70338, 202.64664, 202.57800
202.79877, 202.71662, 202.66841, 202.73188, 202.73276, 202.74857, 202.74016, 202.74387, 202.70944, 202.70068, 202.74208, 202.72226, 202.68226, 202.71146, 202.71760, 202.66454, 202.74047, 202.65026, 202.69916, 202.71573, 202.72742, 202.62684, 202.54314
202.78455, 202.70736, 202.71112, 202.71071, 202.72581, 202.73242, 202.79211, 202.73351, 202.73984, 202.69140, 202.76827, 202.74765, 202.67500, 202.74341, 202.68335, 202.72909, 202.72999, 202.68045, 202.73343, 202.65469, 202.71471, 202.61346, 202.64297
